"A00";"Kolera";;;;;;;"3";;;
"A00.0";"Kolera, Vibrio cholorea 01, biovar koleraya bağlı";;;;;;;"4";;;
"A00.1";"Kolera, Vibrio cholerae 01, biovar eltora bağlı";;;;;;;"4";;;
"A00.9";"Kolera, tanımlanmamış";;;;;;;"4";;;
"A01";"Tifo ve paratifo";;;;;;;"3";;;
"A01.0";"Tifo Salmonella typhiye bağlı enfeksiyon";;;;;;;"4";;;
"A01.1";"Paratifo A";;;;;;;"4";;;
"A01.2";"Paratifo B";;;;;;;"4";;;
"A01.3";"Paratifo C";;;;;;;"4";;;
"A01.4";"Paratifo, tanımlanmamış Salmonella paratyphiye bağlı enfeksiyon BŞT";;;;;;;"4";;;
"A02";"Salmonella enfeksiyonları, diğer";;;;;;;"3";;;
"A02.0";"Salmonella enteriti";;;;;;;"4";;;
"A02.1";"Salmonella septisemisi";;;;;;;"4";;;
"A02.2";"Salmonella enfeksiyonları, lokalize";;;;;;;"4";;;
"A02.8";"Salmonella enfeksiyonları, diğer tanımlanmış";;;;;;;"4";;;
"A02.9";"Salmonella enfeksiyonu, tanımlanmamış";;;;;;;"4";;;
"A03";"Şigelloz";;;;;;;"3";;;
"A03.0";"Şigelloz, Shigella dysenteriaeye bağlı";;;;;;;"4";;;
"A03.1";"Şigelloz, Shigella flexneriye bağlı";;;;;;;"4";;;
"A03.2";"Şigelloz, Shigella boydiiye bağlı";;;;;;;"4";;;
"A03.3";"Şigelloz, Shigella sonneiye bağlı";;;;;;;"4";;;
"A03.8";"Şigellozlar, diğer";;;;;;;"4";;;
"A03.9";"Şigelloz, tanımlanmamış";;;;;;;"4";;;
"A04";"Bakteriyel barsak enfeksiyonları, diğer";;;;;;;"3";;;
"A04.0";"Enteropatojenik Escherichia coli enfeksiyonu";;;;;;;"4";;;
"A04.1";"Enterotoksijenik Escherichia coli enfeksiyonu";;;;;;;"4";;;
"A04.2";"Enteroinvaziv Escherichia coli enfeksiyonu";;;;;;;"4";;;
"A04.3";"Enterohemorajik Escherichia coli enfeksiyonu";;;;;;;"4";;;
"A04.4";"Barsak Escherichia coli enfeksiyonları, diğer";;;;;;;"4";;;
"A04.5";"Kampilobakter enteriti";;;;;;;"4";;;
"A04.6";"Yersinia enterocoliticaya bağlı enterit";;;;;;;"4";;;
"A04.7";"Clostridium difficileye bağlı enterokolit Clostridium difficileye bağlı gıda zehirlenmesi";;;;;;;"4";;;
"A04.8";"Bakteriyel Barsak enfeksiyonları, diğer tanımlanmış";;;;;;;"4";;;
"A04.9";"Bakteriyel barsak enfeksiyonu, tanımlanmamış";;;;;;;"4";;;
"A05";"Bakteriyel gıda zehirlenmeleri, diğer, başka yerde sınıflanmamış";;;;;;;"3";;;
"A05.0";"Gıda kökenli stafilokok zehirlenmesi";;;;;;;"4";;;
"A05.1";"Botulizm";;;;;;;"4";;;
"A05.2";"Gıda kökenli Clostridium perfringens [Clostridium welchii] zehirlenmesi";;;;;;;"4";;;
"A05.3";"Gıda kökenli Vibrio parahaemolyticus zehirlenmesi";;;;;;;"4";;;
"A05.4";"Gıda kökenli Bacillus cereus zehirlenmesi";;;;;;;"4";;;
"A05.8";"Gıda zehirlenmeleri, diğer tanımlanmış";;;;;;;"4";;;
"A05.9";"Bakteriyel gıda zehirlenmesi, tanımlanmamış";;;;;;;"4";;;
"A06";"Amebiyaz";;;;;;;"3";;;
"A06.0";"Akut amipli dizanteri";;;;;;;"4";;;
"A06.1";"Kronik barsak amebiyazı";;;;;;;"4";;;
"A06.2";"Dizanterik olmayan amipli kolit";;;;;;;"4";;;
"A06.3";"Ameboma, bağırsakta";;;;;;;"4";;;
"A06.4";"Amipli karaciğer apsesi";;;;;;;"4";;;
"A06.5";"Amipli akciğer apsesi (J99.8*)";;;;;;;"4";;;
"A06.6";"Amipli beyin apsesi (G07*)";;;;;;;"4";;;
"A06.7";"Kutanöz amebiyaz";;;;;;;"4";;;
"A06.8";"Amip enfeksiyonu, başka bölgelerin";;;;;;;"4";;;
"A06.9";"Amebiyaz, tanımlanmamış";;;;;;;"4";;;
"A07";"Protozoal diğer barsak hastalıkları";;;;;;;"3";;;
"A07.0";"Balantidiyaz";;;;;;;"4";;;
"A07.1";"Giardiaz [lambliaz]";;;;;;;"4";;;
"A07.2";"Kriptosporidiyoz";;;;;;;"4";;;
"A07.3";"İzosporiyaz";;;;;;;"4";;;
"A07.8";"Barsağın protozoal diğer tanımlanmış hastalıkları";;;;;;;"4";;;
"A07.9";"Barsağın protozoal hastalığı, tanımlanmamış";;;;;;;"4";;;
"A08";"Viral ve diğer tanımlanmış barsak enfeksiyonları";;;;;;;"3";;;
"A08.0";"Rota virüs enteriti";;;;;;;"4";;;
"A08.1";"Norwalk ajanına bağlı akut gastroenteropati";;;;;;;"4";;;
"A08.2";"Adenovirüs enteriti";;;;;;;"4";;;
"A08.3";"Viral enteritler, diğer";;;;;;;"4";;;
"A08.4";"Viral barsak enfeksiyonu, tanımlanmamış";;;;;;;"4";;;
"A08.5";"Barsak enfeksiyonları diğer, tanımlanmış";;;;;;;"4";;;
"A09";"Diyare ve gastroenterit, enfeksiyöz kaynaklı olduğu tahmin edilen";;;;;;;"3";;;
"A15";"Solunum yolları tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"3";;;
"A15.0";"Akciğer tüberkülozu, kültürlü ya da kültürsüz balgam mikroskopisi ile kanıtlanmış";;;;;;;"4";;;
"A15.1";"Akciğer tüberkülozu, sadece kültürle kanıtlanmış";;;;;;;"4";;;
"A15.2";"Akciğer tüberkülozu, histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.3";"Akciğer tüberkülozu, tanımlanmamış yolla kanıtlanmış";;;;;;;"4";;;
"A15.4";"İntratorasik lenf nodu tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.5";"Larinks, trakea ve bronş tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.6";"Tüberküloz plörezi, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.7";"Primer solunum yolları tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.8";"Solunum yolları diğer tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A15.9";"Solunum yolları tüberkülozu tanımlanmamış, bakteriyolojik ve histolojik olarak kanıtlanmış";;;;;;;"4";;;
"A16";"Solunum yolları tüberkülozu, bakteriyolojik ve histolojik olarak kanıtlanmamış";;;;;;;"3";;;
"A16.0";"Akciğer tüberkülozu, bakteriyolojik ve histolojik olarak negatif";;;;;;;"4";;;
"A16.1";"Akciğer tüberkülozu, bakteriyolojik ve histolojik inceleme yapılmamış";;;;;;;"4";;;
"A16.2";"Akciğer tüberkülozu, bakteriyolojik ya da histolojik kanıt hakkında bilgi verilmemiş";;;;;;;"4";;;
"A16.3";"İntratorasik lenf nodları tüberkülozu, bakteriyolojik ya da histolojik tanı konulmamış";;;;;;;"4";;;
