"1.01";"PUNCION CISTERNAL";;;;;"4";
"1.02";"PUNCION VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTA";;;;;"4";
"1.09";"OTRA PUNCION CRANEAL";;;;;"4";
"1.11";"BIOPSIA PERCUTANEA DE MENINGES CEREBRALES";;;;;"4";
"1.12";"BIOPSIAS DE MENINGES CEREBRALES ABIERTAS";;;;;"4";
"1.13";""BIOPSIA PERCUTANEA, AGUJA, DE CEREBRO CERRADA"";;;;;"4";
"1.14";"BIOPSIAS DE CEREBRO ABIERTA";;;;;"4";
"1.15";"BIOPSIA DE CRANEO";;;;;"4";
"1.18";"OTROS PROCEDIMIENT.DIAGNOST. SOBRE CEREBRO Y MENINGES CEREBR";;;;;"4";
"1.19";"OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE EL CRANEO";;;;;"4";
"1.21";"INCISION Y DRENAJE DE SENO CRANEAL";;;;;"4";
"1.22";"EXTRACCION DE NEUROESTIMULADOR INTRACRANEAL";;;;;"4";
"1.23";"REAPERTURA DE CRANEOTOMIA";;;;;"4";
"1.24";"OTRAS CRANEOTOMIAS";;;;;"4";
"1.25";"OTRAS CRANIECTOMIAS";;;;;"4";
"1.31";"INCISION DE MENINGES CEREBRALES";;;;;"4";
"1.32";"LOBOTOMIA Y TRACTOTOMIA";;;;;"4";
"1.39";"OTRAS INCISIONES CEREBRALES";;;;;"4";
"1.41";"OPERACIONES SOBRE TALAMO";;;;;"4";
"1.42";"OPERACIONES SOBRE GLOBO PALIDO";;;;;"4";
"1.51";"ESCISION DE LESION O TEJIDO DE MENINGES CEREBRALES";;;;;"4";
"1.52";"HEMISFERECTOMIA";;;;;"4";
"1.53";"LOBECTOMIA CEREBRAL";;;;;"4";
"1.59";"OTRAS ESCISIONES O DESTRUCCIONES DE LESION O TEJIDO CEREBRAL";;;;;"4";
"1.60";"EXCISION DE LESION CRANEAL";;;;;"4";
"2.01";"APERTURA DE SUTURA CRANEAL";;;;;"4";
"2.02";"ELEVACION DE FRAGMENTOS DE FRACTURA DE CRANEO";;;;;"4";
"2.03";"FORMACION DE PLIEGUE DE HUESO CRANEAL";;;;;"4";
"2.04";"INJERTO OSEO DE CRANEO";;;;;"4";
"2.05";"COLOCACION DE PLACA CRANEAL";;;;;"4";
"2.06";"OTRAS OSTEOPLASTIAS CRANEALES";;;;;"4";
"2.07";"EXTRACCION DE PLACA CRANEAL";;;;;"4";
"2.11";"SUTURA SIMPLE DE DURAMADRE CEREBRAL";;;;;"4";
"2.12";"OTRAS REPARACIONES DE MENINGES CEREBRALES";;;;;"4";
"2.13";"LIGADURA DE VASO MENINGEO";;;;;"4";
"2.14";"PLEXECTOMIA COROIDEA";;;;;"4";
"2.20";"VENTRICULOSTOMIA";;;;;"4";
"2.31";"DERIVACION VENTRICULAR A ESTRUCTURAS EN CABEZA Y CUELLO";;;;;"4";
"2.32";"DERIVACION VENTRICULAR AL APARATO CIRCULATORIO";;;;;"4";
"2.33";"DERIVACION VENTRICULAR A LA CAVIDAD TORACICA";;;;;"4";
"2.34";"DERIVACION VENTRICULAR A LA CAVIDAD Y ORGANOS ABDOMINALES";;;;;"4";
"2.35";"DERIVACION VENTRICULAR AL APARATO URINARIO";;;;;"4";
"2.39";"OTRAS OPERACIONES PARA ESTABLECER DRENAJES DE VENTRICULO";;;;;"4";
"2.41";"IRRIGACION DE DERIVACION VENTRICULAR";;;;;"4";
